Due Date,Date Completed,Task Name,Task Type,Assignees,Plantings Assigned,Location Assigned,Method,Sub-method,Input,Description,Manufacturer,OMRI,Application Rate Amount,Application Rate Amount Unit,Application Rate Area,Total Cost,Total Cost Amount,Total Cost Unit,Comments,Name Of Pest Identified,Number Of Minutes,Lines Of Drip,360 Pipe #Lines,360 Pipe Minutes,360 Pipe Heads Per Line,180 Pipe #Lines,180 Pipe Minutes,180 Pipe Heads Per Line,Total Inches,Total Gallons,Completed,Total Labor Hours
04/26/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Ammi (False Queen Anne's Lace) Chocolate Lace | AMM-CHOCL 03/09/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/26/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Frosted Explosion | ORN-FROEX 03/22/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/26/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Nicandra Physalodes Apple of Peru | NIC-APPLP 03/22/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/26/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Nicandra Physalodes Apple of Peru | NIC-APPLP 03/22/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/26/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Frosted Explosion | ORN-FROEX 03/22/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/26/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Scabiosa (Pincushion Flower) Fata Morgana | SCA-FATAM 03/22/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/26/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Zinnias Giant Salmon Rose | ZIN-GIASR 04/14/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/26/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Ammi (False Queen Anne's Lace) Green Mist | AMM-GRENM 03/09/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/26/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Scabiosa (Pincushion Flower) Snowmaiden | SCA-SNOWM 03/22/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/27/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Eucalyptus Silver Dollar | EUC-SILDL 02/17/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/27/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Orlaya White Finch | ORL-WHIFN 03/16/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/28/2020,04/30/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Bunny Tails | ORN-BUNTL 04/30/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/29/2020,04/30/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Dusty Miller New Look | DUS-NEWLK 02/26/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/30/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Marigold Giant Yellow | MAR-GIAYL 04/08/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/30/2020,04/30/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Aster Chamois Apricot | AST-CHAPR 04/08/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
04/30/2020,04/30/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Aster Valkyrie Pink | AST-VALPK 04/08/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/02/2020,06/01/2020,Feed GH plants,Greenhouse Activity,Tony Gilkerson,   ,,Feed,,,,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/02/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Café Au Lait | DAH-CAFEA 05/02/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/02/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Shiloh Noelle | DAH-SHILN 05/02/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/02/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Hamari Gold | DAH-HAMGD 05/02/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/02/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Penhill Watermelon | DAH-PENHW 05/02/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/02/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Otto’s Thrill | DAH-OTTOS 05/02/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/02/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Lucky Number | DAH-LUCKY 05/02/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/02/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Eye Opener Blend | DAH-EYEOP 05/02/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/02/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Noordwijks Glorie | DAH-NOORD 05/02/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Transplant,Transplant,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Cherry Brandy | RUD-CHEBR 02/15/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Frosted Explosion | ORN-FROEX 03/22/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Ornamental Grasses Frosted Explosion | ORN-FROEX 03/22/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Scabiosa (Pincushion Flower) Fata Morgana | SCA-FATAM 03/22/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Zinnias Giant Salmon Rose | ZIN-GIASR 04/14/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Transplant,Transplant,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Chim Chiminee Mix | RUD-CHIMX 02/15/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,04/30/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Scabiosa (Pincushion Flower) Snowmaiden | SCA-SNOWM 03/22/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Transplant,Transplant,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Denver Daisy | RUD-DENDA 02/15/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Transplant,Transplant,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Praire Sun | RUD-PRASN 02/15/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,,Transplant,Transplant,Tony Gilkerson,Rudbeckia (Black-Eyed Susan) Sahara | RUD-SAHAR 02/15/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,No,
05/03/2020,05/26/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Aster Chamois Apricot | AST-CHAPR 04/08/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Black Satin | DAH-BLASA 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Cornel | DAH-CORNL 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Franz Kafka | DAH-FRAKF 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Jan Ryecroft | DAH-JANRY 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Lancresse | DAH-LANCR 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Peaches n Cream | DAH-PEACR 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Thomas Edison | DAH-THOED 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias BoomBoom White | DAH-BOOWH 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Conn Coral | DAH-CONNC 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Dorothy | DAH-DORTH 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Lady Natalie | DAH-LADYN 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,No,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Mystique | DAH-MYSTQ 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Sweet Nathalie | DAH-SWETN 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Wizard of Oz | DAH-WIZOZ 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/03/2020,05/04/2020,Direct Sow,Direct Sow,Tony Gilkerson,Dahlias Golden Scepter | DAH-GOLDN 05/03/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/04/2020,05/04/2020,Transplant,Transplant,Tony Gilkerson,Aster Apricot Swirl Mix | AST-APRSM 03/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/04/2020,05/04/2020,Transplant,Transplant,Tony Gilkerson,Aster Harlekin Violet | AST-HARVI 03/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/05/2020,05/05/2020,Transplant,Transplant,Tony Gilkerson,Dusty Miller New Look | DUS-NEWLK 02/26/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/05/2020,05/05/2020,Transplant,Transplant,Tony Gilkerson,Ornamental Grasses Frosted Explosion | ORN-FROEX 03/22/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/06/2020,05/06/2020,Transplant,Transplant,Tony Gilkerson,Talinum (fame flower) Jewels of Opar | TAL-JEWOO 02/17/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/06/2020,05/05/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Dusty Miller New Look | DUS-NEWLK 02/26/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/07/2020,07/04/2020,Transplant,Transplant,Tony Gilkerson,Ammi (False Queen Anne's Lace) Chocolate Lace | AMM-CHOCL 03/09/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/07/2020,07/04/2020,Transplant,Transplant,Tony Gilkerson,Orlaya White Finch | ORL-WHIFN 03/16/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/07/2020,05/19/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Aster Chamois Apricot | AST-CHAPR 04/08/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/07/2020,05/19/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Aster Valkyrie Pink | AST-VALPK 04/08/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/10/2020,05/26/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Aster Chamois Apricot | AST-CHAPR 04/08/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/13/2020,05/13/2020,Transplant,Transplant,Tony Gilkerson,Scabiosa (Pincushion Flower) Fata Morgana | SCA-FATAM 03/22/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/13/2020,05/13/2020,Transplant,Transplant,Tony Gilkerson,Stock Avalanche Supreme | STO-AVASU 03/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/13/2020,05/13/2020,Transplant,Transplant,Tony Gilkerson,Ammi (False Queen Anne's Lace) Green Mist | AMM-GRENM 03/09/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/13/2020,05/13/2020,Transplant,Transplant,Tony Gilkerson,Scabiosa (Pincushion Flower) Snowmaiden | SCA-SNOWM 03/22/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/13/2020,05/13/2020,Transplant,Transplant,Tony Gilkerson,Stock Katz Formula Mix | STO-KATMX 03/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/13/2020,07/04/2020,Transplant,Transplant,Tony Gilkerson,Ammi (False Queen Anne's Lace) Chocolate Lace | AMM-CHOCL 03/28/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/14/2020,06/02/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Cosmos Cupcake Blush | COS-CUPBL 05/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/14/2020,06/02/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Cosmos Seashells Mix | COS-SEASM 05/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/14/2020,05/19/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Aster Chamois Apricot | AST-CHAPR 04/08/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/14/2020,05/19/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Aster Valkyrie Pink | AST-VALPK 04/08/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/14/2020,06/15/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Cosmos Seashells Mix | COS-SEASM 05/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/14/2020,06/15/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Cosmos Apricot Lemonade | COS-APRIL 05/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/14/2020,06/08/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Cosmos Cupcake Blush | COS-CUPBL 05/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/14/2020,06/10/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Cosmos Rubenza | COS-RUDBN 05/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/16/2020,05/16/2020,Direct Sow,Direct Sow,Tony Gilkerson,Sunflower Autumn Beauty Mix | SUN-AUTBX 05/16/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/17/2020,05/19/2020,Transplant,Transplant,Tony Gilkerson,Zinnias Giant Salmon Rose | ZIN-GIASR 04/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/17/2020,05/19/2020,Transplant,Transplant,Tony Gilkerson,Marigold Giant Yellow | MAR-GIAYL 04/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/17/2020,05/26/2020,Transplant,Transplant,Tony Gilkerson,Zinnias Lilliput Salmon | ZIN-LILSA 03/30/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/17/2020,06/15/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Eucalyptus Silver Dollar | EUC-SILDL 02/17/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/17/2020,05/19/2020,Transplant,Transplant,Tony Gilkerson,Aster Chamois Apricot | AST-CHAPR 04/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/17/2020,05/19/2020,Transplant,Transplant,Tony Gilkerson,Zinnias Senora | ZIN-SENOR 03/30/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/17/2020,05/19/2020,Transplant,Transplant,Tony Gilkerson,Aster Valkyrie Pink | AST-VALPK 04/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/17/2020,05/26/2020,Transplant,Transplant,Tony Gilkerson,Zinnias Mystery | ZIN-MYSTY 03/30/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/17/2020,05/26/2020,Transplant,Transplant,Tony Gilkerson,Aster Chamois Apricot | AST-CHAPR 04/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/17/2020,05/26/2020,SS: Water deeply on initial field planting,Greenhouse Activity,Tony Gilkerson,Aster Chamois Apricot | AST-CHAPR 04/08/2020 ,,Seed Starting,,,"* water deeply right after planting in field
* steadily nurture for the first month
* irrigate to  keep ground moist but not soggy",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/20/2020,,Fix airtable SGH columns plant vs variety,Fix airtable SGH columns plant vs variety,Tony Gilkerson,   ,,,,,"Fix the SGH columns in airtable, some info is on plan others is on variety pick a better method and do it",,,0,,,,,,,,,,,,,,,,0.0,0.0,No,
05/20/2020,05/25/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Cosmos Dbl Click Bi Rose | COS-DBLCR 05/20/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/20/2020,05/25/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Cosmos Dbl Click Snow Puff| COS-DBLCS 05/20/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/20/2020,05/25/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Cosmos Double Click Mix | COS-DBLCM 05/20/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/20/2020,05/25/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Cosmos Dbl Click Cberries | COS-DBLCC 05/20/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/20/2020,05/25/2020,Greenhouse Sow,Greenhouse Sow,Tony Gilkerson,Cosmos Cupcake White | COS-CUPCW 05/20/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/23/2020,05/26/2020,Transplant,Transplant,Tony Gilkerson,Amaranthus Green Tails | AMA-GRETL 03/28/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/23/2020,05/26/2020,Transplant,Transplant,Tony Gilkerson,Nicandra Physalodes Apple of Peru | NIC-APPLP 03/22/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/23/2020,05/26/2020,SS: Thin to one plant per cell,Greenhouse Activity,Tony Gilkerson,Celosia Pampas Plume | CEL-PAMPL 04/08/2020 ,,Seed Starting,,,Thin so as to have one good plant per cell.  If a cell has two plants remove the smallest one :-(,,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/23/2020,05/26/2020,Transplant,Transplant,Tony Gilkerson,Zinnias Lilliput Mix | ZIN-LILMX 03/31/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/23/2020,05/26/2020,Transplant,Transplant,Tony Gilkerson,Dahlias Giant Hybrid Mix | DAH-GIAMX 04/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/24/2020,05/26/2020,Transplant,Transplant,Tony Gilkerson,Celosia Pampas Plume | CEL-PAMPL 04/08/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/24/2020,06/15/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Eucalyptus Silver Dollar | EUC-SILDL 02/17/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/24/2020,05/26/2020,Transplant,Transplant,Tony Gilkerson,Ammi (False Queen Anne's Lace) Green Mist | AMM-GRENM 03/28/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/26/2020,05/26/2020,Transplant,Transplant,Tony Gilkerson,Gomphrena (Globe Amaranth) Sunset Mix | GOM-SUNMX 03/29/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/26/2020,06/02/2020,Transplant,Transplant,Tony Gilkerson,Gomphrena (Globe Amaranth) Pastel Mix | GOM-PASMX 03/29/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/26/2020,05/26/2020,Transplant,Transplant,Tony Gilkerson,Gomphrena (Globe Amaranth) White | GOM-WHITE 03/29/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/26/2020,,Transplant,Transplant,Tony Gilkerson,Dahlias Giant Hybrid Mix | DAH-GIAMX 04/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,No,
05/27/2020,06/02/2020,Transplant,Transplant,Tony Gilkerson,Cosmos Cupcake Blush | COS-CUPBL 05/14/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/30/2020,05/26/2020,SS: Harden off,Greenhouse Activity,Tony Gilkerson,Celosia Pampas Plume | CEL-PAMPL 04/08/2020 ,,Seed Starting,,,"* set trays in a sheltered spot outside, increasing the amount of time they are out each day.
* soil will dry out more quickly outside, so check moisture.
* plant once all danger of frost has past",,,0,,,,,,,,,,,,,,,,0.0,0.0,Yes,
05/31/2020,06/15/2020,Transplant,Transplant,Tony Gilkerson,Eucalyptus Silver Dollar | EUC-SILDL 02/17/2020 ,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Yes,
